"written_rep_a"	"lex_entry_a"	"sense_a"	"trans"	"sense_b"	"lex_entry_b"	"written_rep_b"	"POS"
"bizantino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bizantino-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-n-es-sense-bizantino_bizantino-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bizantino-n-an"	"bizantino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"botánico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bot%C3%A1nico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-n-es-sense-bot%C3%A1nico_bot%C3%A1nico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bot%C3%A1nico_bot%C3%A1nico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bot%C3%A1nico-n-an"	"botánico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"brasileño"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/brasile%C3%B1o-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-n-es-sense-brasile%C3%B1o_brasile%C3%B1o-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/brasile%C3%B1o-n-an"	"brasileño"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"católico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cat%C3%B3lico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cat%C3%B3lico_cat%C3%B3lico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cat%C3%B3lico_cat%C3%B3lico-n-es-sense-cat%C3%B3lico_cat%C3%B3lico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cat%C3%B3lico_cat%C3%B3lico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cat%C3%B3lico-n-an"	"católico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"cautivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cautivo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-n-es-sense-cautivo_cautivo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cautivo_cautivo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cautivo-n-an"	"cautivo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"centroafricano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/centroafricano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centroafricano_centroafricano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centroafricano_centroafricano-n-es-sense-centroafricano_centroafricano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/centroafricano_centroafricano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/centroafricano-n-an"	"centroafricano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"checo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/checo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checo_checo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checo_checo-n-es-sense-checo_checo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/checo_checo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/checo-n-an"	"checo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"chileno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/chileno-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chileno_chileno-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chileno_chileno-n-es-sense-chileno_chileno-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chileno_chileno-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/chileno-n-an"	"chileno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"chino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/chino-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chino_chino-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chino_chino-n-es-sense-chino_chino-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/chino_chino-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/chino-n-an"	"chino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"criollo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/criollo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/criollo_criollo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/criollo_criollo-n-es-sense-criollo_criollo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/criollo_criollo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/criollo-n-an"	"criollo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"cubano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cubano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cubano_cubano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cubano_cubano-n-es-sense-cubano_cubano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cubano_cubano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cubano-n-an"	"cubano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"enemigo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/enemigo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enemigo_enemigo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enemigo_enemigo-n-es-sense-enemigo_enemigo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enemigo_enemigo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/enemigo-n-an"	"enemigo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"enfermo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/enfermo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enfermo_enfermo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enfermo_enfermo-n-es-sense-enfermo_enfermo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/enfermo_enfermo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/enfermo-n-an"	"enfermo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"escandinavo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/escandinavo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/escandinavo_escandinavo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/escandinavo_escandinavo-n-es-sense-escandinavo_escandinavo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/escandinavo_escandinavo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/escandinavo-n-an"	"escandinavo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"eslavo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/eslavo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/eslavo_eslavo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/eslavo_eslavo-n-es-sense-eslavo_eslavo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/eslavo_eslavo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/eslavo-n-an"	"eslavo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"esloveno"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/esloveno-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/esloveno_esloveno-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/esloveno_esloveno-n-es-sense-esloveno_esloveno-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/esloveno_esloveno-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/esloveno-n-an"	"esloveno"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"facultativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/facultativo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/facultativo_facultativo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/facultativo_facultativo-n-es-sense-facultativo_facultativo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/facultativo_facultativo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/facultativo-n-an"	"facultativo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"griego"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/griego-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/griego_griego-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/griego_griego-n-es-sense-griego_griego-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/griego_griego-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/griego-n-an"	"griego"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"heredero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/heredero-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/heredero_heredero-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/heredero_heredero-n-es-sense-heredero_heredero-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/heredero_heredero-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/heredero-n-an"	"heredero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"iberoamericano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/iberoamericano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/iberoamericano_iberoamericano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/iberoamericano_iberoamericano-n-es-sense-iberoamericano_iberoamericano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/iberoamericano_iberoamericano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/iberoamericano-n-an"	"iberoamericano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"leridano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/leridano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/leridano_leridano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/leridano_leridano-n-es-sense-leridano_leridano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/leridano_leridano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/leridano-n-an"	"leridano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"libertario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/libertario-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/libertario_libertario-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/libertario_libertario-n-es-sense-libertario_libertario-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/libertario_libertario-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/libertario-n-an"	"libertario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"maestro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/maestro-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/maestro_maestro-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/maestro_maestro-n-es-sense-maestro_maestro-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/maestro_maestro-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/maestro-n-an"	"maestro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"manco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/manco-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/manco_manco-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/manco_manco-n-es-sense-manco_manco-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/manco_manco-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/manco-n-an"	"manco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"médico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/m%C3%A9dico-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/m%C3%A9dico_m%C3%A9dico-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/m%C3%A9dico_m%C3%A9dico-n-es-sense-m%C3%A9dico_m%C3%A9dico-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/m%C3%A9dico_m%C3%A9dico-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/m%C3%A9dico-n-an"	"médico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"minero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/minero-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/minero_minero-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/minero_minero-n-es-sense-minero_minero-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/minero_minero-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/minero-n-an"	"minero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"moro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/moro-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/moro_moro-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/moro_moro-n-es-sense-moro_moro-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/moro_moro-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/moro-n-an"	"moro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"navarro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/navarro-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/navarro_navarro-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/navarro_navarro-n-es-sense-navarro_navarro-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/navarro_navarro-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/navarro-n-an"	"navarro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"negro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/negro-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/negro_negro-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/negro_negro-n-es-sense-negro_negro-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/negro_negro-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/negro-n-an"	"negro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"noruego"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/noruego-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/noruego_noruego-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/noruego_noruego-n-es-sense-noruego_noruego-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/noruego_noruego-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/noruego-n-an"	"noruego"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"occitano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/occitano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/occitano_occitano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/occitano_occitano-n-es-sense-occitano_occitano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/occitano_occitano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/occitano-n-an"	"occitano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"ortodoxo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ortodoxo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ortodoxo_ortodoxo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ortodoxo_ortodoxo-n-es-sense-ortodoxo_ortodoxo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ortodoxo_ortodoxo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ortodoxo-n-an"	"ortodoxo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"otomano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/otomano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/otomano_otomano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/otomano_otomano-n-es-sense-otomano_otomano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/otomano_otomano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/otomano-n-an"	"otomano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"parisino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/parisino-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parisino_parisino-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parisino_parisino-n-es-sense-parisino_parisino-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parisino_parisino-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/parisino-n-an"	"parisino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"polaco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/polaco-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/polaco_polaco-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/polaco_polaco-n-es-sense-polaco_polaco-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/polaco_polaco-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/polaco-n-an"	"polaco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"propietario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/propietario-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/propietario_propietario-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/propietario_propietario-n-es-sense-propietario_propietario-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/propietario_propietario-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/propietario-n-an"	"propietario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"religioso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/religioso-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/religioso_religioso-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/religioso_religioso-n-es-sense-religioso_religioso-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/religioso_religioso-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/religioso-n-an"	"religioso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"republicano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/republicano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/republicano_republicano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/republicano_republicano-n-es-sense-republicano_republicano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/republicano_republicano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/republicano-n-an"	"republicano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"riojano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/riojano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/riojano_riojano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/riojano_riojano-n-es-sense-riojano_riojano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/riojano_riojano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/riojano-n-an"	"riojano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"rumano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/rumano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rumano_rumano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rumano_rumano-n-es-sense-rumano_rumano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rumano_rumano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/rumano-n-an"	"rumano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"ruso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ruso-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ruso_ruso-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ruso_ruso-n-es-sense-ruso_ruso-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ruso_ruso-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ruso-n-an"	"ruso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"sabio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/sabio-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sabio_sabio-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sabio_sabio-n-es-sense-sabio_sabio-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sabio_sabio-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/sabio-n-an"	"sabio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"sedentario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/sedentario-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sedentario_sedentario-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sedentario_sedentario-n-es-sense-sedentario_sedentario-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sedentario_sedentario-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/sedentario-n-an"	"sedentario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"sirio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/sirio-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sirio_sirio-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sirio_sirio-n-es-sense-sirio_sirio-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sirio_sirio-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/sirio-n-an"	"sirio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"soberano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/soberano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/soberano_soberano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/soberano_soberano-n-es-sense-soberano_soberano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/soberano_soberano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/soberano-n-an"	"soberano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"sumerio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/sumerio-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sumerio_sumerio-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sumerio_sumerio-n-es-sense-sumerio_sumerio-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sumerio_sumerio-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/sumerio-n-an"	"sumerio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"tibetano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/tibetano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tibetano_tibetano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tibetano_tibetano-n-es-sense-tibetano_tibetano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tibetano_tibetano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/tibetano-n-an"	"tibetano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"toscano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/toscano-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toscano_toscano-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toscano_toscano-n-es-sense-toscano_toscano-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toscano_toscano-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/toscano-n-an"	"toscano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
